Argument ID	Part	Usage	Conclusion	Stance	Premise
A23048	usa	train	Surrogacy should be banned	in favor of	surrogacy can be dangerous for the surrogate, and can create an emotional bond between birth mother and child that makes it very difficult for the birth mother to surrender the child to the surrogate couple
A23050	usa	train	We should cancel pride parades	against	pride parades offer a sense of community and support.
A23051	usa	train	We should close Guantanamo Bay detention camp	in favor of	guantanamo bay has a reputation that the usa needs to get away from and so needs to close it
A23052	usa	train	Intelligence tests bring more harm than good	against	Intelligence tests bring more good than harm because they equalize students from rich and poor backgrounds, since money cannot buy intelligence.
A23053	usa	train	We should abolish safe spaces	in favor of	Safe spaces create an echo chamber where only currently accepted ideas are allowed to be spoken and any dissent is blocked out, preventing change and growth.
A23054	usa	train	We should end affirmative action	against	we shouldn't end affirmative action yet because it is still necessary to provide more opportunities to those that were not provided them over the last couple hundred years.
A23055	usa	train	We should prohibit flag burning	against	we should not prohibit flag burning as people have rights of freedom of expression that will be squashed if we do.
A23056	usa	train	We should introduce compulsory voting	against	people being forced to vote when they don't wish to will distort the results with unresearched and made-up candidates that they begrudgingly vote for.
A23058	usa	train	We should legalize organ trade	against	We should not legalize the organ trade as this will just monetize the transaction and people may feel they have to do live donations just to get some money.
A23060	usa	train	We should ban algorithmic trading	in favor of	algorithmic trading will destroy traditional trading occupations.
A23061	usa	train	Holocaust denial should be a criminal offence	in favor of	as more time passes, it becomes increasingly important to acknowledge the holocaust's ugly truth, lest we never repeat it.
A23062	usa	train	We should adopt libertarianism	against	There is much greater wealth disparity in a libertarian society.
A23063	usa	train	We should end the use of economic sanctions	in favor of	economic sanctions have little effect when power is concentrated to an individual like a dictator, because the dictator doesn't care about the suffering of their people.
